,Year,State Code,Region,White Convicted,Other Convicted,Executions,Executions Scaled,State
490,1979,MO,Midwest,0,0,0,0.0,Missouri
491,1979,MT,West,0,0,0,0.0,Montana
492,1979,NE,Midwest,0,0,0,0.0,Nebraska
493,1979,NH,Northeast,0,0,0,0.0,New Hampshire
494,1979,NJ,Northeast,0,0,0,0.0,New Jersey
495,1979,NM,West,0,0,0,0.0,New Mexico
496,1979,NY,Northeast,0,0,0,0.0,New York
497,1979,NC,South,0,0,0,0.0,North Carolina
498,1979,ND,Midwest,0,0,0,0.0,North Dakota
499,1979,OH,Midwest,0,0,0,0.0,Ohio
500,1979,OK,South,0,0,0,0.0,Oklahoma
501,1979,OR,West,0,0,0,0.0,Oregon
502,1979,PA,Northeast,0,0,0,0.0,Pennsylvania
503,1979,RI,Northeast,0,0,0,0.0,Rhode Island
504,1979,SC,South,0,0,0,0.0,South Carolina
505,1979,SD,Midwest,0,0,0,0.0,South Dakota
506,1979,TN,South,0,0,0,0.0,Tennessee
507,1979,TX,South,0,0,0,0.0,Texas
508,1979,UT,West,0,0,0,0.0,Utah
509,1979,VT,Northeast,0,0,0,0.0,Vermont
510,1979,VA,South,0,0,0,0.0,Virginia
511,1979,WA,West,0,0,0,0.0,Washington
512,1979,WV,South,0,0,0,0.0,West Virginia
513,1979,WI,Midwest,0,0,0,0.0,Wisconsin
514,1979,WY,West,0,0,0,0.0,Wyoming
515,1981,FE,Federal,0,0,0,0.0,Federal
516,1981,AL,South,0,0,0,0.0,Alabama
517,1981,AK,West,0,0,0,0.0,Alaska
518,1981,AZ,West,0,0,0,0.0,Arizona
519,1981,AR,South,0,0,0,0.0,Arkansas
520,1981,CA,West,0,0,0,0.0,California
521,1981,CO,West,0,0,0,0.0,Colorado
522,1981,CT,Northeast,0,0,0,0.0,Connecticut
523,1981,DE,South,0,0,0,0.0,Delaware
524,1981,FL,South,0,0,0,0.0,Florida
525,1981,GA,South,0,0,0,0.0,Georgia
526,1981,HI,West,0,0,0,0.0,Hawaii
527,1981,ID,West,0,0,0,0.0,Idaho
528,1981,IL,Midwest,0,0,0,0.0,Illinois
529,1981,IA,Midwest,0,0,0,0.0,Iowa
530,1981,KS,Midwest,0,0,0,0.0,Kansas
531,1981,KY,South,0,0,0,0.0,Kentucky
532,1981,LA,South,0,0,0,0.0,Louisiana
533,1981,ME,Northeast,0,0,0,0.0,Maine
534,1981,MD,South,0,0,0,0.0,Maryland
535,1981,MA,Northeast,0,0,0,0.0,Massachusetts
536,1981,MI,Midwest,0,0,0,0.0,Michigan
537,1981,MN,Midwest,0,0,0,0.0,Minnesota
538,1981,MS,South,0,0,0,0.0,Mississippi
539,1981,MO,Midwest,0,0,0,0.0,Missouri
540,1981,MT,West,0,0,0,0.0,Montana
541,1981,NE,Midwest,0,0,0,0.0,Nebraska
542,1981,NV,West,0,0,0,0.0,Nevada
543,1981,NH,Northeast,0,0,0,0.0,New Hampshire
544,1981,NJ,Northeast,0,0,0,0.0,New Jersey
545,1981,NM,West,0,0,0,0.0,New Mexico
546,1981,NY,Northeast,0,0,0,0.0,New York
547,1981,NC,South,0,0,0,0.0,North Carolina
548,1981,ND,Midwest,0,0,0,0.0,North Dakota
549,1981,OH,Midwest,0,0,0,0.0,Ohio
550,1981,OK,South,0,0,0,0.0,Oklahoma
551,1981,OR,West,0,0,0,0.0,Oregon
552,1981,PA,Northeast,0,0,0,0.0,Pennsylvania
553,1981,RI,Northeast,0,0,0,0.0,Rhode Island
554,1981,SC,South,0,0,0,0.0,South Carolina
555,1981,SD,Midwest,0,0,0,0.0,South Dakota
556,1981,TN,South,0,0,0,0.0,Tennessee
557,1981,TX,South,0,0,0,0.0,Texas
558,1981,UT,West,0,0,0,0.0,Utah
559,1981,VT,Northeast,0,0,0,0.0,Vermont
560,1981,VA,South,0,0,0,0.0,Virginia
561,1981,WA,West,0,0,0,0.0,Washington
562,1981,WV,South,0,0,0,0.0,West Virginia
563,1981,WI,Midwest,0,0,0,0.0,Wisconsin
564,1981,WY,West,0,0,0,0.0,Wyoming
565,1982,FE,Federal,0,0,0,0.0,Federal
566,1982,AL,South,0,0,0,0.0,Alabama
567,1982,AK,West,0,0,0,0.0,Alaska
568,1982,AZ,West,0,0,0,0.0,Arizona
569,1982,AR,South,0,0,0,0.0,Arkansas
570,1982,CA,West,0,0,0,0.0,California
571,1982,CO,West,0,0,0,0.0,Colorado
572,1982,CT,Northeast,0,0,0,0.0,Connecticut
573,1982,DE,South,0,0,0,0.0,Delaware
574,1982,FL,South,0,0,0,0.0,Florida
575,1982,GA,South,0,0,0,0.0,Georgia
576,1982,HI,West,0,0,0,0.0,Hawaii
577,1982,ID,West,0,0,0,0.0,Idaho
578,1982,IL,Midwest,0,0,0,0.0,Illinois
579,1982,IN,Midwest,0,0,0,0.0,Indiana
580,1982,IA,Midwest,0,0,0,0.0,Iowa
581,1982,KS,Midwest,0,0,0,0.0,Kansas
582,1982,KY,South,0,0,0,0.0,Kentucky
583,1982,LA,South,0,0,0,0.0,Louisiana
584,1982,ME,Northeast,0,0,0,0.0,Maine
585,1982,MD,South,0,0,0,0.0,Maryland
586,1982,MA,Northeast,0,0,0,0.0,Massachusetts
587,1982,MI,Midwest,0,0,0,0.0,Michigan
588,1982,MN,Midwest,0,0,0,0.0,Minnesota
589,1982,MS,South,0,0,0,0.0,Mississippi
590,1982,MO,Midwest,0,0,0,0.0,Missouri
591,1982,MT,West,0,0,0,0.0,Montana
592,1982,NE,Midwest,0,0,0,0.0,Nebraska
593,1982,NV,West,0,0,0,0.0,Nevada
594,1982,NH,Northeast,0,0,0,0.0,New Hampshire
595,1982,NJ,Northeast,0,0,0,0.0,New Jersey
596,1982,NM,West,0,0,0,0.0,New Mexico
597,1982,NY,Northeast,0,0,0,0.0,New York
598,1982,NC,South,0,0,0,0.0,North Carolina
599,1982,ND,Midwest,0,0,0,0.0,North Dakota
600,1982,OH,Midwest,0,0,0,0.0,Ohio
601,1982,OK,South,0,0,0,0.0,Oklahoma
602,1982,OR,West,0,0,0,0.0,Oregon
603,1982,PA,Northeast,0,0,0,0.0,Pennsylvania
604,1982,RI,Northeast,0,0,0,0.0,Rhode Island
605,1982,SC,South,0,0,0,0.0,South Carolina
606,1982,SD,Midwest,0,0,0,0.0,South Dakota
607,1982,TN,South,0,0,0,0.0,Tennessee
608,1982,UT,West,0,0,0,0.0,Utah
609,1982,VT,Northeast,0,0,0,0.0,Vermont
610,1982,WA,West,0,0,0,0.0,Washington
611,1982,WV,South,0,0,0,0.0,West Virginia
612,1982,WI,Midwest,0,0,0,0.0,Wisconsin
613,1982,WY,West,0,0,0,0.0,Wyoming
614,1983,FE,Federal,0,0,0,0.0,Federal
615,1983,AK,West,0,0,0,0.0,Alaska
616,1983,AZ,West,0,0,0,0.0,Arizona
617,1983,AR,South,0,0,0,0.0,Arkansas
618,1983,CA,West,0,0,0,0.0,California
619,1983,CO,West,0,0,0,0.0,Colorado
620,1983,CT,Northeast,0,0,0,0.0,Connecticut
621,1983,DE,South,0,0,0,0.0,Delaware
622,1983,HI,West,0,0,0,0.0,Hawaii
623,1983,ID,West,0,0,0,0.0,Idaho
624,1983,IL,Midwest,0,0,0,0.0,Illinois
625,1983,IN,Midwest,0,0,0,0.0,Indiana
626,1983,IA,Midwest,0,0,0,0.0,Iowa
627,1983,KS,Midwest,0,0,0,0.0,Kansas
628,1983,KY,South,0,0,0,0.0,Kentucky
629,1983,ME,Northeast,0,0,0,0.0,Maine
630,1983,MD,South,0,0,0,0.0,Maryland
631,1983,MA,Northeast,0,0,0,0.0,Massachusetts
632,1983,MI,Midwest,0,0,0,0.0,Michigan
633,1983,MN,Midwest,0,0,0,0.0,Minnesota
634,1983,MO,Midwest,0,0,0,0.0,Missouri
635,1983,MT,West,0,0,0,0.0,Montana
636,1983,NE,Midwest,0,0,0,0.0,Nebraska
637,1983,NV,West,0,0,0,0.0,Nevada
638,1983,NH,Northeast,0,0,0,0.0,New Hampshire
639,1983,NJ,Northeast,0,0,0,0.0,New Jersey
640,1983,NM,West,0,0,0,0.0,New Mexico
641,1983,NY,Northeast,0,0,0,0.0,New York
642,1983,NC,South,0,0,0,0.0,North Carolina
643,1983,ND,Midwest,0,0,0,0.0,North Dakota
644,1983,OH,Midwest,0,0,0,0.0,Ohio
645,1983,OK,South,0,0,0,0.0,Oklahoma
646,1983,OR,West,0,0,0,0.0,Oregon
647,1983,PA,Northeast,0,0,0,0.0,Pennsylvania
648,1983,RI,Northeast,0,0,0,0.0,Rhode Island
649,1983,SC,South,0,0,0,0.0,South Carolina
650,1983,SD,Midwest,0,0,0,0.0,South Dakota
651,1983,TN,South,0,0,0,0.0,Tennessee
652,1983,TX,South,0,0,0,0.0,Texas
653,1983,UT,West,0,0,0,0.0,Utah
654,1983,VT,Northeast,0,0,0,0.0,Vermont
655,1983,VA,South,0,0,0,0.0,Virginia
656,1983,WA,West,0,0,0,0.0,Washington
657,1983,WV,South,0,0,0,0.0,West Virginia
658,1983,WI,Midwest,0,0,0,0.0,Wisconsin
659,1983,WY,West,0,0,0,0.0,Wyoming
660,1984,FE,Federal,0,0,0,0.0,Federal
661,1984,AL,South,0,0,0,0.0,Alabama
662,1984,AK,West,0,0,0,0.0,Alaska
663,1984,AZ,West,0,0,0,0.0,Arizona
664,1984,AR,South,0,0,0,0.0,Arkansas
665,1984,CA,West,0,0,0,0.0,California
666,1984,CO,West,0,0,0,0.0,Colorado
667,1984,CT,Northeast,0,0,0,0.0,Connecticut
668,1984,DE,South,0,0,0,0.0,Delaware
669,1984,HI,West,0,0,0,0.0,Hawaii
670,1984,ID,West,0,0,0,0.0,Idaho
671,1984,IL,Midwest,0,0,0,0.0,Illinois
672,1984,IN,Midwest,0,0,0,0.0,Indiana
673,1984,IA,Midwest,0,0,0,0.0,Iowa
674,1984,KS,Midwest,0,0,0,0.0,Kansas
675,1984,KY,South,0,0,0,0.0,Kentucky
676,1984,ME,Northeast,0,0,0,0.0,Maine
677,1984,MD,South,0,0,0,0.0,Maryland
678,1984,MA,Northeast,0,0,0,0.0,Massachusetts
679,1984,MI,Midwest,0,0,0,0.0,Michigan
680,1984,MN,Midwest,0,0,0,0.0,Minnesota
681,1984,MS,South,0,0,0,0.0,Mississippi
682,1984,MO,Midwest,0,0,0,0.0,Missouri
683,1984,MT,West,0,0,0,0.0,Montana
684,1984,NE,Midwest,0,0,0,0.0,Nebraska
685,1984,NV,West,0,0,0,0.0,Nevada
686,1984,NH,Northeast,0,0,0,0.0,New Hampshire
687,1984,NJ,Northeast,0,0,0,0.0,New Jersey
688,1984,NM,West,0,0,0,0.0,New Mexico
689,1984,NY,Northeast,0,0,0,0.0,New York
690,1984,ND,Midwest,0,0,0,0.0,North Dakota
691,1984,OH,Midwest,0,0,0,0.0,Ohio
692,1984,OK,South,0,0,0,0.0,Oklahoma
693,1984,OR,West,0,0,0,0.0,Oregon
694,1984,PA,Northeast,0,0,0,0.0,Pennsylvania
695,1984,RI,Northeast,0,0,0,0.0,Rhode Island
696,1984,SC,South,0,0,0,0.0,South Carolina
697,1984,SD,Midwest,0,0,0,0.0,South Dakota
698,1984,TN,South,0,0,0,0.0,Tennessee
699,1984,UT,West,0,0,0,0.0,Utah
700,1984,VT,Northeast,0,0,0,0.0,Vermont
701,1984,WA,West,0,0,0,0.0,Washington
702,1984,WV,South,0,0,0,0.0,West Virginia
703,1984,WI,Midwest,0,0,0,0.0,Wisconsin
704,1984,WY,West,0,0,0,0.0,Wyoming
705,1985,FE,Federal,0,0,0,0.0,Federal
706,1985,AL,South,0,0,0,0.0,Alabama
707,1985,AK,West,0,0,0,0.0,Alaska
708,1985,AZ,West,0,0,0,0.0,Arizona
709,1985,AR,South,0,0,0,0.0,Arkansas
710,1985,CA,West,0,0,0,0.0,California
711,1985,CO,West,0,0,0,0.0,Colorado
712,1985,CT,Northeast,0,0,0,0.0,Connecticut
713,1985,DE,South,0,0,0,0.0,Delaware
714,1985,HI,West,0,0,0,0.0,Hawaii
715,1985,ID,West,0,0,0,0.0,Idaho
716,1985,IL,Midwest,0,0,0,0.0,Illinois
717,1985,IA,Midwest,0,0,0,0.0,Iowa
718,1985,KS,Midwest,0,0,0,0.0,Kansas
719,1985,KY,South,0,0,0,0.0,Kentucky
720,1985,ME,Northeast,0,0,0,0.0,Maine
721,1985,MD,South,0,0,0,0.0,Maryland
722,1985,MA,Northeast,0,0,0,0.0,Massachusetts
723,1985,MI,Midwest,0,0,0,0.0,Michigan
724,1985,MN,Midwest,0,0,0,0.0,Minnesota
725,1985,MS,South,0,0,0,0.0,Mississippi
726,1985,MO,Midwest,0,0,0,0.0,Missouri
727,1985,MT,West,0,0,0,0.0,Montana
728,1985,NE,Midwest,0,0,0,0.0,Nebraska
729,1985,NH,Northeast,0,0,0,0.0,New Hampshire
730,1985,NJ,Northeast,0,0,0,0.0,New Jersey
731,1985,NM,West,0,0,0,0.0,New Mexico
732,1985,NY,Northeast,0,0,0,0.0,New York
733,1985,NC,South,0,0,0,0.0,North Carolina
734,1985,ND,Midwest,0,0,0,0.0,North Dakota
735,1985,OH,Midwest,0,0,0,0.0,Ohio
736,1985,OK,South,0,0,0,0.0,Oklahoma
737,1985,OR,West,0,0,0,0.0,Oregon
738,1985,PA,Northeast,0,0,0,0.0,Pennsylvania
739,1985,RI,Northeast,0,0,0,0.0,Rhode Island
740,1985,SD,Midwest,0,0,0,0.0,South Dakota
741,1985,TN,South,0,0,0,0.0,Tennessee
742,1985,UT,West,0,0,0,0.0,Utah
743,1985,VT,Northeast,0,0,0,0.0,Vermont
744,1985,WA,West,0,0,0,0.0,Washington
745,1985,WV,South,0,0,0,0.0,West Virginia
746,1985,WI,Midwest,0,0,0,0.0,Wisconsin
747,1985,WY,West,0,0,0,0.0,Wyoming
748,1986,FE,Federal,0,0,0,0.0,Federal
749,1986,AK,West,0,0,0,0.0,Alaska
750,1986,AZ,West,0,0,0,0.0,Arizona
751,1986,AR,South,0,0,0,0.0,Arkansas
752,1986,CA,West,0,0,0,0.0,California
753,1986,CO,West,0,0,0,0.0,Colorado
754,1986,CT,Northeast,0,0,0,0.0,Connecticut
755,1986,DE,South,0,0,0,0.0,Delaware
756,1986,HI,West,0,0,0,0.0,Hawaii
757,1986,ID,West,0,0,0,0.0,Idaho
758,1986,IL,Midwest,0,0,0,0.0,Illinois
759,1986,IN,Midwest,0,0,0,0.0,Indiana
760,1986,IA,Midwest,0,0,0,0.0,Iowa
761,1986,KS,Midwest,0,0,0,0.0,Kansas
762,1986,KY,South,0,0,0,0.0,Kentucky
763,1986,LA,South,0,0,0,0.0,Louisiana
764,1986,ME,Northeast,0,0,0,0.0,Maine
765,1986,MD,South,0,0,0,0.0,Maryland
766,1986,MA,Northeast,0,0,0,0.0,Massachusetts
767,1986,MI,Midwest,0,0,0,0.0,Michigan
768,1986,MN,Midwest,0,0,0,0.0,Minnesota
769,1986,MS,South,0,0,0,0.0,Mississippi
770,1986,MO,Midwest,0,0,0,0.0,Missouri
771,1986,MT,West,0,0,0,0.0,Montana
772,1986,NE,Midwest,0,0,0,0.0,Nebraska
773,1986,NV,West,0,0,0,0.0,Nevada
774,1986,NH,Northeast,0,0,0,0.0,New Hampshire
775,1986,NJ,Northeast,0,0,0,0.0,New Jersey
776,1986,NM,West,0,0,0,0.0,New Mexico
777,1986,NY,Northeast,0,0,0,0.0,New York
778,1986,ND,Midwest,0,0,0,0.0,North Dakota
779,1986,OH,Midwest,0,0,0,0.0,Ohio
780,1986,OK,South,0,0,0,0.0,Oklahoma
781,1986,OR,West,0,0,0,0.0,Oregon
782,1986,PA,Northeast,0,0,0,0.0,Pennsylvania
783,1986,RI,Northeast,0,0,0,0.0,Rhode Island
784,1986,SD,Midwest,0,0,0,0.0,South Dakota
785,1986,TN,South,0,0,0,0.0,Tennessee
786,1986,UT,West,0,0,0,0.0,Utah
787,1986,VT,Northeast,0,0,0,0.0,Vermont
788,1986,WA,West,0,0,0,0.0,Washington
789,1986,WV,South,0,0,0,0.0,West Virginia
790,1986,WI,Midwest,0,0,0,0.0,Wisconsin
791,1986,WY,West,0,0,0,0.0,Wyoming
792,1987,FE,Federal,0,0,0,0.0,Federal
793,1987,AK,West,0,0,0,0.0,Alaska
794,1987,AZ,West,0,0,0,0.0,Arizona
795,1987,AR,South,0,0,0,0.0,Arkansas
796,1987,CA,West,0,0,0,0.0,California
797,1987,CO,West,0,0,0,0.0,Colorado
798,1987,CT,Northeast,0,0,0,0.0,Connecticut
799,1987,DE,South,0,0,0,0.0,Delaware
800,1987,HI,West,0,0,0,0.0,Hawaii
801,1987,ID,West,0,0,0,0.0,Idaho
802,1987,IL,Midwest,0,0,0,0.0,Illinois
803,1987,IN,Midwest,0,0,0,0.0,Indiana
804,1987,IA,Midwest,0,0,0,0.0,Iowa
805,1987,KS,Midwest,0,0,0,0.0,Kansas
806,1987,KY,South,0,0,0,0.0,Kentucky
807,1987,ME,Northeast,0,0,0,0.0,Maine
808,1987,MD,South,0,0,0,0.0,Maryland
809,1987,MA,Northeast,0,0,0,0.0,Massachusetts
810,1987,MI,Midwest,0,0,0,0.0,Michigan
811,1987,MN,Midwest,0,0,0,0.0,Minnesota
812,1987,MO,Midwest,0,0,0,0.0,Missouri
813,1987,MT,West,0,0,0,0.0,Montana
814,1987,NE,Midwest,0,0,0,0.0,Nebraska
815,1987,NV,West,0,0,0,0.0,Nevada
816,1987,NH,Northeast,0,0,0,0.0,New Hampshire
817,1987,NJ,Northeast,0,0,0,0.0,New Jersey
818,1987,NM,West,0,0,0,0.0,New Mexico
819,1987,NY,Northeast,0,0,0,0.0,New York
820,1987,NC,South,0,0,0,0.0,North Carolina
821,1987,ND,Midwest,0,0,0,0.0,North Dakota
822,1987,OH,Midwest,0,0,0,0.0,Ohio
823,1987,OK,South,0,0,0,0.0,Oklahoma
824,1987,OR,West,0,0,0,0.0,Oregon
825,1987,PA,Northeast,0,0,0,0.0,Pennsylvania
826,1987,RI,Northeast,0,0,0,0.0,Rhode Island
827,1987,SC,South,0,0,0,0.0,South Carolina
828,1987,SD,Midwest,0,0,0,0.0,South Dakota
829,1987,TN,South,0,0,0,0.0,Tennessee
830,1987,VT,Northeast,0,0,0,0.0,Vermont
831,1987,WA,West,0,0,0,0.0,Washington
832,1987,WV,South,0,0,0,0.0,West Virginia
833,1987,WI,Midwest,0,0,0,0.0,Wisconsin
834,1987,WY,West,0,0,0,0.0,Wyoming
835,1988,FE,Federal,0,0,0,0.0,Federal
836,1988,AL,South,0,0,0,0.0,Alabama
837,1988,AK,West,0,0,0,0.0,Alaska
838,1988,AZ,West,0,0,0,0.0,Arizona
839,1988,AR,South,0,0,0,0.0,Arkansas
840,1988,CA,West,0,0,0,0.0,California
841,1988,CO,West,0,0,0,0.0,Colorado
842,1988,CT,Northeast,0,0,0,0.0,Connecticut
843,1988,DE,South,0,0,0,0.0,Delaware
844,1988,HI,West,0,0,0,0.0,Hawaii
845,1988,ID,West,0,0,0,0.0,Idaho
846,1988,IL,Midwest,0,0,0,0.0,Illinois
847,1988,IN,Midwest,0,0,0,0.0,Indiana
848,1988,IA,Midwest,0,0,0,0.0,Iowa
849,1988,KS,Midwest,0,0,0,0.0,Kansas
850,1988,KY,South,0,0,0,0.0,Kentucky
851,1988,ME,Northeast,0,0,0,0.0,Maine
852,1988,MD,South,0,0,0,0.0,Maryland
853,1988,MA,Northeast,0,0,0,0.0,Massachusetts
854,1988,MI,Midwest,0,0,0,0.0,Michigan
855,1988,MN,Midwest,0,0,0,0.0,Minnesota
856,1988,MS,South,0,0,0,0.0,Mississippi
857,1988,MO,Midwest,0,0,0,0.0,Missouri
858,1988,MT,West,0,0,0,0.0,Montana
859,1988,NE,Midwest,0,0,0,0.0,Nebraska
860,1988,NV,West,0,0,0,0.0,Nevada
861,1988,NH,Northeast,0,0,0,0.0,New Hampshire
862,1988,NJ,Northeast,0,0,0,0.0,New Jersey
863,1988,NM,West,0,0,0,0.0,New Mexico
864,1988,NY,Northeast,0,0,0,0.0,New York
865,1988,NC,South,0,0,0,0.0,North Carolina
866,1988,ND,Midwest,0,0,0,0.0,North Dakota
867,1988,OH,Midwest,0,0,0,0.0,Ohio
868,1988,OK,South,0,0,0,0.0,Oklahoma
869,1988,OR,West,0,0,0,0.0,Oregon
870,1988,PA,Northeast,0,0,0,0.0,Pennsylvania
871,1988,RI,Northeast,0,0,0,0.0,Rhode Island
872,1988,SC,South,0,0,0,0.0,South Carolina
873,1988,SD,Midwest,0,0,0,0.0,South Dakota
874,1988,TN,South,0,0,0,0.0,Tennessee
875,1988,VT,Northeast,0,0,0,0.0,Vermont
876,1988,WA,West,0,0,0,0.0,Washington
877,1988,WV,South,0,0,0,0.0,West Virginia
878,1988,WI,Midwest,0,0,0,0.0,Wisconsin
879,1988,WY,West,0,0,0,0.0,Wyoming
880,1989,FE,Federal,0,0,0,0.0,Federal
881,1989,AK,West,0,0,0,0.0,Alaska
882,1989,AZ,West,0,0,0,0.0,Arizona
883,1989,AR,South,0,0,0,0.0,Arkansas
884,1989,CA,West,0,0,0,0.0,California
885,1989,CO,West,0,0,0,0.0,Colorado
886,1989,CT,Northeast,0,0,0,0.0,Connecticut
887,1989,DE,South,0,0,0,0.0,Delaware
888,1989,HI,West,0,0,0,0.0,Hawaii
889,1989,ID,West,0,0,0,0.0,Idaho
890,1989,IL,Midwest,0,0,0,0.0,Illinois
891,1989,IN,Midwest,0,0,0,0.0,Indiana
892,1989,IA,Midwest,0,0,0,0.0,Iowa
893,1989,KS,Midwest,0,0,0,0.0,Kansas
894,1989,KY,South,0,0,0,0.0,Kentucky
895,1989,LA,South,0,0,0,0.0,Louisiana
896,1989,ME,Northeast,0,0,0,0.0,Maine
897,1989,MD,South,0,0,0,0.0,Maryland
898,1989,MA,Northeast,0,0,0,0.0,Massachusetts
899,1989,MI,Midwest,0,0,0,0.0,Michigan
900,1989,MN,Midwest,0,0,0,0.0,Minnesota
901,1989,MT,West,0,0,0,0.0,Montana
902,1989,NE,Midwest,0,0,0,0.0,Nebraska
903,1989,NH,Northeast,0,0,0,0.0,New Hampshire
904,1989,NJ,Northeast,0,0,0,0.0,New Jersey
905,1989,NM,West,0,0,0,0.0,New Mexico
906,1989,NY,Northeast,0,0,0,0.0,New York
907,1989,NC,South,0,0,0,0.0,North Carolina
908,1989,ND,Midwest,0,0,0,0.0,North Dakota
909,1989,OH,Midwest,0,0,0,0.0,Ohio
910,1989,OK,South,0,0,0,0.0,Oklahoma
911,1989,OR,West,0,0,0,0.0,Oregon
912,1989,PA,Northeast,0,0,0,0.0,Pennsylvania
913,1989,RI,Northeast,0,0,0,0.0,Rhode Island
914,1989,SC,South,0,0,0,0.0,South Carolina
915,1989,SD,Midwest,0,0,0,0.0,South Dakota
916,1989,TN,South,0,0,0,0.0,Tennessee
917,1989,UT,West,0,0,0,0.0,Utah
918,1989,VT,Northeast,0,0,0,0.0,Vermont
919,1989,WA,West,0,0,0,0.0,Washington
920,1989,WV,South,0,0,0,0.0,West Virginia
921,1989,WI,Midwest,0,0,0,0.0,Wisconsin
922,1989,WY,West,0,0,0,0.0,Wyoming
923,1990,FE,Federal,0,0,0,0.0,Federal
924,1990,AK,West,0,0,0,0.0,Alaska
925,1990,AZ,West,0,0,0,0.0,Arizona
926,1990,CA,West,0,0,0,0.0,California
927,1990,CO,West,0,0,0,0.0,Colorado
928,1990,CT,Northeast,0,0,0,0.0,Connecticut
929,1990,DE,South,0,0,0,0.0,Delaware
930,1990,GA,South,0,0,0,0.0,Georgia
931,1990,HI,West,0,0,0,0.0,Hawaii
932,1990,ID,West,0,0,0,0.0,Idaho
933,1990,IN,Midwest,0,0,0,0.0,Indiana
934,1990,IA,Midwest,0,0,0,0.0,Iowa
935,1990,KS,Midwest,0,0,0,0.0,Kansas
936,1990,KY,South,0,0,0,0.0,Kentucky
937,1990,ME,Northeast,0,0,0,0.0,Maine
938,1990,MD,South,0,0,0,0.0,Maryland
939,1990,MA,Northeast,0,0,0,0.0,Massachusetts
940,1990,MI,Midwest,0,0,0,0.0,Michigan
941,1990,MN,Midwest,0,0,0,0.0,Minnesota
942,1990,MS,South,0,0,0,0.0,Mississippi
943,1990,MT,West,0,0,0,0.0,Montana
944,1990,NE,Midwest,0,0,0,0.0,Nebraska
945,1990,NH,Northeast,0,0,0,0.0,New Hampshire
946,1990,NJ,Northeast,0,0,0,0.0,New Jersey
947,1990,NM,West,0,0,0,0.0,New Mexico
948,1990,NY,Northeast,0,0,0,0.0,New York
949,1990,NC,South,0,0,0,0.0,North Carolina
950,1990,ND,Midwest,0,0,0,0.0,North Dakota
951,1990,OH,Midwest,0,0,0,0.0,Ohio
952,1990,OR,West,0,0,0,0.0,Oregon
953,1990,PA,Northeast,0,0,0,0.0,Pennsylvania
954,1990,RI,Northeast,0,0,0,0.0,Rhode Island
955,1990,SD,Midwest,0,0,0,0.0,South Dakota
956,1990,TN,South,0,0,0,0.0,Tennessee
957,1990,UT,West,0,0,0,0.0,Utah
958,1990,VT,Northeast,0,0,0,0.0,Vermont
959,1990,WA,West,0,0,0,0.0,Washington
960,1990,WV,South,0,0,0,0.0,West Virginia
961,1990,WI,Midwest,0,0,0,0.0,Wisconsin
962,1990,WY,West,0,0,0,0.0,Wyoming
963,1991,FE,Federal,0,0,0,0.0,Federal
964,1991,AL,South,0,0,0,0.0,Alabama
965,1991,AK,West,0,0,0,0.0,Alaska
966,1991,AZ,West,0,0,0,0.0,Arizona
967,1991,AR,South,0,0,0,0.0,Arkansas
968,1991,CA,West,0,0,0,0.0,California
969,1991,CO,West,0,0,0,0.0,Colorado
970,1991,CT,Northeast,0,0,0,0.0,Connecticut
971,1991,DE,South,0,0,0,0.0,Delaware
972,1991,HI,West,0,0,0,0.0,Hawaii
973,1991,ID,West,0,0,0,0.0,Idaho
974,1991,IL,Midwest,0,0,0,0.0,Illinois
975,1991,IN,Midwest,0,0,0,0.0,Indiana
976,1991,IA,Midwest,0,0,0,0.0,Iowa
977,1991,KS,Midwest,0,0,0,0.0,Kansas
978,1991,KY,South,0,0,0,0.0,Kentucky
979,1991,ME,Northeast,0,0,0,0.0,Maine
980,1991,MD,South,0,0,0,0.0,Maryland
981,1991,MA,Northeast,0,0,0,0.0,Massachusetts
982,1991,MI,Midwest,0,0,0,0.0,Michigan
983,1991,MN,Midwest,0,0,0,0.0,Minnesota
984,1991,MS,South,0,0,0,0.0,Mississippi
985,1991,MT,West,0,0,0,0.0,Montana
986,1991,NE,Midwest,0,0,0,0.0,Nebraska
987,1991,NV,West,0,0,0,0.0,Nevada
988,1991,NH,Northeast,0,0,0,0.0,New Hampshire
989,1991,NJ,Northeast,0,0,0,0.0,New Jersey
990,1991,NM,West,0,0,0,0.0,New Mexico
991,1991,NY,Northeast,0,0,0,0.0,New York
992,1991,ND,Midwest,0,0,0,0.0,North Dakota
993,1991,OH,Midwest,0,0,0,0.0,Ohio
994,1991,OK,South,0,0,0,0.0,Oklahoma
995,1991,OR,West,0,0,0,0.0,Oregon
996,1991,PA,Northeast,0,0,0,0.0,Pennsylvania
997,1991,RI,Northeast,0,0,0,0.0,Rhode Island
998,1991,SD,Midwest,0,0,0,0.0,South Dakota
999,1991,TN,South,0,0,0,0.0,Tennessee
1000,1991,UT,West,0,0,0,0.0,Utah
1001,1991,VT,Northeast,0,0,0,0.0,Vermont
1002,1991,WA,West,0,0,0,0.0,Washington
1003,1991,WV,South,0,0,0,0.0,West Virginia
1004,1991,WI,Midwest,0,0,0,0.0,Wisconsin
1005,1991,WY,West,0,0,0,0.0,Wyoming
1006,1992,FE,Federal,0,0,0,0.0,Federal
1007,1992,AK,West,0,0,0,0.0,Alaska
1008,1992,CO,West,0,0,0,0.0,Colorado
