,Year,State Code,Region,White Convicted,Other Convicted,Executions,Executions Scaled,State
1009,1992,CT,Northeast,0,0,0,0.0,Connecticut
1010,1992,GA,South,0,0,0,0.0,Georgia
1011,1992,HI,West,0,0,0,0.0,Hawaii
1012,1992,ID,West,0,0,0,0.0,Idaho
1013,1992,IL,Midwest,0,0,0,0.0,Illinois
1014,1992,IN,Midwest,0,0,0,0.0,Indiana
1015,1992,IA,Midwest,0,0,0,0.0,Iowa
1016,1992,KS,Midwest,0,0,0,0.0,Kansas
1017,1992,KY,South,0,0,0,0.0,Kentucky
1018,1992,LA,South,0,0,0,0.0,Louisiana
1019,1992,ME,Northeast,0,0,0,0.0,Maine
1020,1992,MD,South,0,0,0,0.0,Maryland
1021,1992,MA,Northeast,0,0,0,0.0,Massachusetts
1022,1992,MI,Midwest,0,0,0,0.0,Michigan
1023,1992,MN,Midwest,0,0,0,0.0,Minnesota
1024,1992,MS,South,0,0,0,0.0,Mississippi
1025,1992,MT,West,0,0,0,0.0,Montana
1026,1992,NE,Midwest,0,0,0,0.0,Nebraska
1027,1992,NV,West,0,0,0,0.0,Nevada
1028,1992,NH,Northeast,0,0,0,0.0,New Hampshire
1029,1992,NJ,Northeast,0,0,0,0.0,New Jersey
1030,1992,NM,West,0,0,0,0.0,New Mexico
1031,1992,NY,Northeast,0,0,0,0.0,New York
1032,1992,ND,Midwest,0,0,0,0.0,North Dakota
1033,1992,OH,Midwest,0,0,0,0.0,Ohio
1034,1992,OR,West,0,0,0,0.0,Oregon
1035,1992,PA,Northeast,0,0,0,0.0,Pennsylvania
1036,1992,RI,Northeast,0,0,0,0.0,Rhode Island
1037,1992,SC,South,0,0,0,0.0,South Carolina
1038,1992,SD,Midwest,0,0,0,0.0,South Dakota
1039,1992,TN,South,0,0,0,0.0,Tennessee
1040,1992,VT,Northeast,0,0,0,0.0,Vermont
1041,1992,WA,West,0,0,0,0.0,Washington
1042,1992,WV,South,0,0,0,0.0,West Virginia
1043,1992,WI,Midwest,0,0,0,0.0,Wisconsin
1044,1993,FE,Federal,0,0,0,0.0,Federal
1045,1993,AL,South,0,0,0,0.0,Alabama
1046,1993,AK,West,0,0,0,0.0,Alaska
1047,1993,AR,South,0,0,0,0.0,Arkansas
1048,1993,CO,West,0,0,0,0.0,Colorado
1049,1993,CT,Northeast,0,0,0,0.0,Connecticut
1050,1993,HI,West,0,0,0,0.0,Hawaii
1051,1993,ID,West,0,0,0,0.0,Idaho
1052,1993,IL,Midwest,0,0,0,0.0,Illinois
1053,1993,IN,Midwest,0,0,0,0.0,Indiana
1054,1993,IA,Midwest,0,0,0,0.0,Iowa
1055,1993,KS,Midwest,0,0,0,0.0,Kansas
1056,1993,KY,South,0,0,0,0.0,Kentucky
1057,1993,ME,Northeast,0,0,0,0.0,Maine
1058,1993,MD,South,0,0,0,0.0,Maryland
1059,1993,MA,Northeast,0,0,0,0.0,Massachusetts
1060,1993,MI,Midwest,0,0,0,0.0,Michigan
1061,1993,MN,Midwest,0,0,0,0.0,Minnesota
1062,1993,MS,South,0,0,0,0.0,Mississippi
1063,1993,MT,West,0,0,0,0.0,Montana
1064,1993,NE,Midwest,0,0,0,0.0,Nebraska
1065,1993,NV,West,0,0,0,0.0,Nevada
1066,1993,NH,Northeast,0,0,0,0.0,New Hampshire
1067,1993,NJ,Northeast,0,0,0,0.0,New Jersey
1068,1993,NM,West,0,0,0,0.0,New Mexico
1069,1993,NY,Northeast,0,0,0,0.0,New York
1070,1993,NC,South,0,0,0,0.0,North Carolina
1071,1993,ND,Midwest,0,0,0,0.0,North Dakota
1072,1993,OH,Midwest,0,0,0,0.0,Ohio
1073,1993,OK,South,0,0,0,0.0,Oklahoma
1074,1993,OR,West,0,0,0,0.0,Oregon
1075,1993,PA,Northeast,0,0,0,0.0,Pennsylvania
1076,1993,RI,Northeast,0,0,0,0.0,Rhode Island
1077,1993,SC,South,0,0,0,0.0,South Carolina
1078,1993,SD,Midwest,0,0,0,0.0,South Dakota
1079,1993,TN,South,0,0,0,0.0,Tennessee
1080,1993,UT,West,0,0,0,0.0,Utah
1081,1993,VT,Northeast,0,0,0,0.0,Vermont
1082,1993,WV,South,0,0,0,0.0,West Virginia
1083,1993,WI,Midwest,0,0,0,0.0,Wisconsin
1084,1993,WY,West,0,0,0,0.0,Wyoming
1085,1994,FE,Federal,0,0,0,0.0,Federal
1086,1994,AL,South,0,0,0,0.0,Alabama
1087,1994,AK,West,0,0,0,0.0,Alaska
1088,1994,AZ,West,0,0,0,0.0,Arizona
1089,1994,CA,West,0,0,0,0.0,California
1090,1994,CO,West,0,0,0,0.0,Colorado
1091,1994,CT,Northeast,0,0,0,0.0,Connecticut
1092,1994,HI,West,0,0,0,0.0,Hawaii
1093,1994,IA,Midwest,0,0,0,0.0,Iowa
1094,1994,KS,Midwest,0,0,0,0.0,Kansas
1095,1994,KY,South,0,0,0,0.0,Kentucky
1096,1994,LA,South,0,0,0,0.0,Louisiana
1097,1994,ME,Northeast,0,0,0,0.0,Maine
1098,1994,MA,Northeast,0,0,0,0.0,Massachusetts
1099,1994,MI,Midwest,0,0,0,0.0,Michigan
1100,1994,MN,Midwest,0,0,0,0.0,Minnesota
1101,1994,MS,South,0,0,0,0.0,Mississippi
1102,1994,MO,Midwest,0,0,0,0.0,Missouri
1103,1994,MT,West,0,0,0,0.0,Montana
1104,1994,NV,West,0,0,0,0.0,Nevada
1105,1994,NH,Northeast,0,0,0,0.0,New Hampshire
1106,1994,NJ,Northeast,0,0,0,0.0,New Jersey
1107,1994,NM,West,0,0,0,0.0,New Mexico
1108,1994,NY,Northeast,0,0,0,0.0,New York
1109,1994,ND,Midwest,0,0,0,0.0,North Dakota
1110,1994,OH,Midwest,0,0,0,0.0,Ohio
1111,1994,OK,South,0,0,0,0.0,Oklahoma
1112,1994,OR,West,0,0,0,0.0,Oregon
1113,1994,PA,Northeast,0,0,0,0.0,Pennsylvania
1114,1994,RI,Northeast,0,0,0,0.0,Rhode Island
1115,1994,SC,South,0,0,0,0.0,South Carolina
1116,1994,SD,Midwest,0,0,0,0.0,South Dakota
1117,1994,TN,South,0,0,0,0.0,Tennessee
1118,1994,UT,West,0,0,0,0.0,Utah
1119,1994,VT,Northeast,0,0,0,0.0,Vermont
1120,1994,WV,South,0,0,0,0.0,West Virginia
1121,1994,WI,Midwest,0,0,0,0.0,Wisconsin
1122,1994,WY,West,0,0,0,0.0,Wyoming
1123,1995,FE,Federal,0,0,0,0.0,Federal
1124,1995,AK,West,0,0,0,0.0,Alaska
1125,1995,CA,West,0,0,0,0.0,California
1126,1995,CO,West,0,0,0,0.0,Colorado
1127,1995,CT,Northeast,0,0,0,0.0,Connecticut
1128,1995,HI,West,0,0,0,0.0,Hawaii
1129,1995,ID,West,0,0,0,0.0,Idaho
1130,1995,IN,Midwest,0,0,0,0.0,Indiana
1131,1995,IA,Midwest,0,0,0,0.0,Iowa
1132,1995,KS,Midwest,0,0,0,0.0,Kansas
1133,1995,KY,South,0,0,0,0.0,Kentucky
1134,1995,ME,Northeast,0,0,0,0.0,Maine
1135,1995,MD,South,0,0,0,0.0,Maryland
1136,1995,MA,Northeast,0,0,0,0.0,Massachusetts
1137,1995,MI,Midwest,0,0,0,0.0,Michigan
1138,1995,MN,Midwest,0,0,0,0.0,Minnesota
1139,1995,MS,South,0,0,0,0.0,Mississippi
1140,1995,NE,Midwest,0,0,0,0.0,Nebraska
1141,1995,NV,West,0,0,0,0.0,Nevada
1142,1995,NH,Northeast,0,0,0,0.0,New Hampshire
1143,1995,NJ,Northeast,0,0,0,0.0,New Jersey
1144,1995,NM,West,0,0,0,0.0,New Mexico
1145,1995,NY,Northeast,0,0,0,0.0,New York
1146,1995,ND,Midwest,0,0,0,0.0,North Dakota
1147,1995,OH,Midwest,0,0,0,0.0,Ohio
1148,1995,OR,West,0,0,0,0.0,Oregon
1149,1995,RI,Northeast,0,0,0,0.0,Rhode Island
1150,1995,SD,Midwest,0,0,0,0.0,South Dakota
1151,1995,TN,South,0,0,0,0.0,Tennessee
1152,1995,UT,West,0,0,0,0.0,Utah
1153,1995,VT,Northeast,0,0,0,0.0,Vermont
1154,1995,WA,West,0,0,0,0.0,Washington
1155,1995,WV,South,0,0,0,0.0,West Virginia
1156,1995,WI,Midwest,0,0,0,0.0,Wisconsin
1157,1995,WY,West,0,0,0,0.0,Wyoming
1158,1996,FE,Federal,0,0,0,0.0,Federal
1159,1996,AK,West,0,0,0,0.0,Alaska
1160,1996,CO,West,0,0,0,0.0,Colorado
1161,1996,CT,Northeast,0,0,0,0.0,Connecticut
1162,1996,HI,West,0,0,0,0.0,Hawaii
1163,1996,ID,West,0,0,0,0.0,Idaho
1164,1996,IA,Midwest,0,0,0,0.0,Iowa
1165,1996,KS,Midwest,0,0,0,0.0,Kansas
1166,1996,KY,South,0,0,0,0.0,Kentucky
1167,1996,ME,Northeast,0,0,0,0.0,Maine
1168,1996,MD,South,0,0,0,0.0,Maryland
1169,1996,MA,Northeast,0,0,0,0.0,Massachusetts
1170,1996,MI,Midwest,0,0,0,0.0,Michigan
1171,1996,MN,Midwest,0,0,0,0.0,Minnesota
1172,1996,MS,South,0,0,0,0.0,Mississippi
1173,1996,MT,West,0,0,0,0.0,Montana
1174,1996,NH,Northeast,0,0,0,0.0,New Hampshire
1175,1996,NJ,Northeast,0,0,0,0.0,New Jersey
1176,1996,NM,West,0,0,0,0.0,New Mexico
1177,1996,NY,Northeast,0,0,0,0.0,New York
1178,1996,NC,South,0,0,0,0.0,North Carolina
1179,1996,ND,Midwest,0,0,0,0.0,North Dakota
1180,1996,OH,Midwest,0,0,0,0.0,Ohio
1181,1996,PA,Northeast,0,0,0,0.0,Pennsylvania
1182,1996,RI,Northeast,0,0,0,0.0,Rhode Island
1183,1996,SD,Midwest,0,0,0,0.0,South Dakota
1184,1996,TN,South,0,0,0,0.0,Tennessee
1185,1996,VT,Northeast,0,0,0,0.0,Vermont
1186,1996,WA,West,0,0,0,0.0,Washington
1187,1996,WV,South,0,0,0,0.0,West Virginia
1188,1996,WI,Midwest,0,0,0,0.0,Wisconsin
1189,1996,WY,West,0,0,0,0.0,Wyoming
1190,1997,FE,Federal,0,0,0,0.0,Federal
1191,1997,AK,West,0,0,0,0.0,Alaska
1192,1997,CA,West,0,0,0,0.0,California
1193,1997,CT,Northeast,0,0,0,0.0,Connecticut
1194,1997,DE,South,0,0,0,0.0,Delaware
1195,1997,GA,South,0,0,0,0.0,Georgia
1196,1997,HI,West,0,0,0,0.0,Hawaii
1197,1997,ID,West,0,0,0,0.0,Idaho
1198,1997,IA,Midwest,0,0,0,0.0,Iowa
1199,1997,KS,Midwest,0,0,0,0.0,Kansas
1200,1997,ME,Northeast,0,0,0,0.0,Maine
1201,1997,MA,Northeast,0,0,0,0.0,Massachusetts
1202,1997,MI,Midwest,0,0,0,0.0,Michigan
1203,1997,MN,Midwest,0,0,0,0.0,Minnesota
1204,1997,MS,South,0,0,0,0.0,Mississippi
1205,1997,MT,West,0,0,0,0.0,Montana
1206,1997,NV,West,0,0,0,0.0,Nevada
1207,1997,NH,Northeast,0,0,0,0.0,New Hampshire
1208,1997,NJ,Northeast,0,0,0,0.0,New Jersey
1209,1997,NM,West,0,0,0,0.0,New Mexico
1210,1997,NY,Northeast,0,0,0,0.0,New York
1211,1997,NC,South,0,0,0,0.0,North Carolina
1212,1997,ND,Midwest,0,0,0,0.0,North Dakota
1213,1997,OH,Midwest,0,0,0,0.0,Ohio
1214,1997,PA,Northeast,0,0,0,0.0,Pennsylvania
1215,1997,RI,Northeast,0,0,0,0.0,Rhode Island
1216,1997,SD,Midwest,0,0,0,0.0,South Dakota
1217,1997,TN,South,0,0,0,0.0,Tennessee
1218,1997,UT,West,0,0,0,0.0,Utah
1219,1997,VT,Northeast,0,0,0,0.0,Vermont
1220,1997,WA,West,0,0,0,0.0,Washington
1221,1997,WV,South,0,0,0,0.0,West Virginia
1222,1997,WI,Midwest,0,0,0,0.0,Wisconsin
1223,1997,WY,West,0,0,0,0.0,Wyoming
1224,1998,FE,Federal,0,0,0,0.0,Federal
1225,1998,AK,West,0,0,0,0.0,Alaska
1226,1998,CO,West,0,0,0,0.0,Colorado
1227,1998,CT,Northeast,0,0,0,0.0,Connecticut
1228,1998,DE,South,0,0,0,0.0,Delaware
1229,1998,HI,West,0,0,0,0.0,Hawaii
1230,1998,ID,West,0,0,0,0.0,Idaho
1231,1998,IA,Midwest,0,0,0,0.0,Iowa
1232,1998,KS,Midwest,0,0,0,0.0,Kansas
1233,1998,KY,South,0,0,0,0.0,Kentucky
1234,1998,LA,South,0,0,0,0.0,Louisiana
1235,1998,ME,Northeast,0,0,0,0.0,Maine
1236,1998,MA,Northeast,0,0,0,0.0,Massachusetts
1237,1998,MI,Midwest,0,0,0,0.0,Michigan
1238,1998,MN,Midwest,0,0,0,0.0,Minnesota
1239,1998,MS,South,0,0,0,0.0,Mississippi
1240,1998,NE,Midwest,0,0,0,0.0,Nebraska
1241,1998,NH,Northeast,0,0,0,0.0,New Hampshire
1242,1998,NJ,Northeast,0,0,0,0.0,New Jersey
1243,1998,NM,West,0,0,0,0.0,New Mexico
1244,1998,NY,Northeast,0,0,0,0.0,New York
1245,1998,ND,Midwest,0,0,0,0.0,North Dakota
1246,1998,OH,Midwest,0,0,0,0.0,Ohio
1247,1998,OR,West,0,0,0,0.0,Oregon
1248,1998,PA,Northeast,0,0,0,0.0,Pennsylvania
1249,1998,RI,Northeast,0,0,0,0.0,Rhode Island
1250,1998,SD,Midwest,0,0,0,0.0,South Dakota
1251,1998,TN,South,0,0,0,0.0,Tennessee
1252,1998,UT,West,0,0,0,0.0,Utah
1253,1998,VT,Northeast,0,0,0,0.0,Vermont
1254,1998,WV,South,0,0,0,0.0,West Virginia
1255,1998,WI,Midwest,0,0,0,0.0,Wisconsin
1256,1998,WY,West,0,0,0,0.0,Wyoming
1257,1999,FE,Federal,0,0,0,0.0,Federal
1258,1999,AK,West,0,0,0,0.0,Alaska
1259,1999,CO,West,0,0,0,0.0,Colorado
1260,1999,CT,Northeast,0,0,0,0.0,Connecticut
1261,1999,GA,South,0,0,0,0.0,Georgia
1262,1999,HI,West,0,0,0,0.0,Hawaii
1263,1999,ID,West,0,0,0,0.0,Idaho
1264,1999,IA,Midwest,0,0,0,0.0,Iowa
1265,1999,KS,Midwest,0,0,0,0.0,Kansas
1266,1999,ME,Northeast,0,0,0,0.0,Maine
1267,1999,MD,South,0,0,0,0.0,Maryland
1268,1999,MA,Northeast,0,0,0,0.0,Massachusetts
1269,1999,MI,Midwest,0,0,0,0.0,Michigan
1270,1999,MN,Midwest,0,0,0,0.0,Minnesota
1271,1999,MS,South,0,0,0,0.0,Mississippi
1272,1999,MT,West,0,0,0,0.0,Montana
1273,1999,NE,Midwest,0,0,0,0.0,Nebraska
1274,1999,NH,Northeast,0,0,0,0.0,New Hampshire
1275,1999,NJ,Northeast,0,0,0,0.0,New Jersey
1276,1999,NM,West,0,0,0,0.0,New Mexico
1277,1999,NY,Northeast,0,0,0,0.0,New York
1278,1999,ND,Midwest,0,0,0,0.0,North Dakota
1279,1999,OR,West,0,0,0,0.0,Oregon
1280,1999,RI,Northeast,0,0,0,0.0,Rhode Island
1281,1999,SD,Midwest,0,0,0,0.0,South Dakota
1282,1999,TN,South,0,0,0,0.0,Tennessee
1283,1999,VT,Northeast,0,0,0,0.0,Vermont
1284,1999,WA,West,0,0,0,0.0,Washington
1285,1999,WV,South,0,0,0,0.0,West Virginia
1286,1999,WI,Midwest,0,0,0,0.0,Wisconsin
1287,1999,WY,West,0,0,0,0.0,Wyoming
1288,2000,FE,Federal,0,0,0,0.0,Federal
1289,2000,AK,West,0,0,0,0.0,Alaska
1290,2000,CO,West,0,0,0,0.0,Colorado
1291,2000,CT,Northeast,0,0,0,0.0,Connecticut
1292,2000,GA,South,0,0,0,0.0,Georgia
1293,2000,HI,West,0,0,0,0.0,Hawaii
1294,2000,ID,West,0,0,0,0.0,Idaho
1295,2000,IL,Midwest,0,0,0,0.0,Illinois
1296,2000,IN,Midwest,0,0,0,0.0,Indiana
1297,2000,IA,Midwest,0,0,0,0.0,Iowa
1298,2000,KS,Midwest,0,0,0,0.0,Kansas
1299,2000,KY,South,0,0,0,0.0,Kentucky
1300,2000,ME,Northeast,0,0,0,0.0,Maine
1301,2000,MD,South,0,0,0,0.0,Maryland
1302,2000,MA,Northeast,0,0,0,0.0,Massachusetts
1303,2000,MI,Midwest,0,0,0,0.0,Michigan
1304,2000,MN,Midwest,0,0,0,0.0,Minnesota
1305,2000,MS,South,0,0,0,0.0,Mississippi
1306,2000,MT,West,0,0,0,0.0,Montana
1307,2000,NE,Midwest,0,0,0,0.0,Nebraska
1308,2000,NV,West,0,0,0,0.0,Nevada
1309,2000,NH,Northeast,0,0,0,0.0,New Hampshire
1310,2000,NJ,Northeast,0,0,0,0.0,New Jersey
1311,2000,NM,West,0,0,0,0.0,New Mexico
1312,2000,NY,Northeast,0,0,0,0.0,New York
1313,2000,ND,Midwest,0,0,0,0.0,North Dakota
1314,2000,OH,Midwest,0,0,0,0.0,Ohio
1315,2000,OR,West,0,0,0,0.0,Oregon
1316,2000,PA,Northeast,0,0,0,0.0,Pennsylvania
1317,2000,RI,Northeast,0,0,0,0.0,Rhode Island
1318,2000,SD,Midwest,0,0,0,0.0,South Dakota
1319,2000,UT,West,0,0,0,0.0,Utah
1320,2000,VT,Northeast,0,0,0,0.0,Vermont
1321,2000,WA,West,0,0,0,0.0,Washington
1322,2000,WV,South,0,0,0,0.0,West Virginia
1323,2000,WI,Midwest,0,0,0,0.0,Wisconsin
1324,2000,WY,West,0,0,0,0.0,Wyoming
1325,2001,AL,South,0,0,0,0.0,Alabama
1326,2001,AK,West,0,0,0,0.0,Alaska
1327,2001,AZ,West,0,0,0,0.0,Arizona
1328,2001,CO,West,0,0,0,0.0,Colorado
1329,2001,CT,Northeast,0,0,0,0.0,Connecticut
1330,2001,HI,West,0,0,0,0.0,Hawaii
1331,2001,ID,West,0,0,0,0.0,Idaho
1332,2001,IL,Midwest,0,0,0,0.0,Illinois
1333,2001,IA,Midwest,0,0,0,0.0,Iowa
1334,2001,KS,Midwest,0,0,0,0.0,Kansas
1335,2001,KY,South,0,0,0,0.0,Kentucky
1336,2001,LA,South,0,0,0,0.0,Louisiana
1337,2001,ME,Northeast,0,0,0,0.0,Maine
1338,2001,MD,South,0,0,0,0.0,Maryland
1339,2001,MA,Northeast,0,0,0,0.0,Massachusetts
1340,2001,MI,Midwest,0,0,0,0.0,Michigan
1341,2001,MN,Midwest,0,0,0,0.0,Minnesota
1342,2001,MS,South,0,0,0,0.0,Mississippi
1343,2001,MT,West,0,0,0,0.0,Montana
1344,2001,NE,Midwest,0,0,0,0.0,Nebraska
1345,2001,NH,Northeast,0,0,0,0.0,New Hampshire
1346,2001,NJ,Northeast,0,0,0,0.0,New Jersey
1347,2001,NY,Northeast,0,0,0,0.0,New York
1348,2001,ND,Midwest,0,0,0,0.0,North Dakota
1349,2001,OR,West,0,0,0,0.0,Oregon
1350,2001,PA,Northeast,0,0,0,0.0,Pennsylvania
1351,2001,RI,Northeast,0,0,0,0.0,Rhode Island
1352,2001,SC,South,0,0,0,0.0,South Carolina
1353,2001,SD,Midwest,0,0,0,0.0,South Dakota
1354,2001,TN,South,0,0,0,0.0,Tennessee
1355,2001,UT,West,0,0,0,0.0,Utah
1356,2001,VT,Northeast,0,0,0,0.0,Vermont
1357,2001,WV,South,0,0,0,0.0,West Virginia
1358,2001,WI,Midwest,0,0,0,0.0,Wisconsin
1359,2001,WY,West,0,0,0,0.0,Wyoming
1360,2002,FE,Federal,0,0,0,0.0,Federal
1361,2002,AK,West,0,0,0,0.0,Alaska
1362,2002,AZ,West,0,0,0,0.0,Arizona
1363,2002,AR,South,0,0,0,0.0,Arkansas
1364,2002,CO,West,0,0,0,0.0,Colorado
1365,2002,CT,Northeast,0,0,0,0.0,Connecticut
1366,2002,DE,South,0,0,0,0.0,Delaware
1367,2002,HI,West,0,0,0,0.0,Hawaii
1368,2002,ID,West,0,0,0,0.0,Idaho
1369,2002,IL,Midwest,0,0,0,0.0,Illinois
1370,2002,IN,Midwest,0,0,0,0.0,Indiana
1371,2002,IA,Midwest,0,0,0,0.0,Iowa
1372,2002,KS,Midwest,0,0,0,0.0,Kansas
1373,2002,KY,South,0,0,0,0.0,Kentucky
1374,2002,ME,Northeast,0,0,0,0.0,Maine
1375,2002,MD,South,0,0,0,0.0,Maryland
1376,2002,MA,Northeast,0,0,0,0.0,Massachusetts
1377,2002,MI,Midwest,0,0,0,0.0,Michigan
1378,2002,MN,Midwest,0,0,0,0.0,Minnesota
1379,2002,MT,West,0,0,0,0.0,Montana
1380,2002,NE,Midwest,0,0,0,0.0,Nebraska
1381,2002,NV,West,0,0,0,0.0,Nevada
1382,2002,NH,Northeast,0,0,0,0.0,New Hampshire
1383,2002,NJ,Northeast,0,0,0,0.0,New Jersey
1384,2002,NM,West,0,0,0,0.0,New Mexico
1385,2002,NY,Northeast,0,0,0,0.0,New York
1386,2002,ND,Midwest,0,0,0,0.0,North Dakota
1387,2002,OR,West,0,0,0,0.0,Oregon
1388,2002,PA,Northeast,0,0,0,0.0,Pennsylvania
1389,2002,RI,Northeast,0,0,0,0.0,Rhode Island
1390,2002,SD,Midwest,0,0,0,0.0,South Dakota
1391,2002,TN,South,0,0,0,0.0,Tennessee
1392,2002,UT,West,0,0,0,0.0,Utah
1393,2002,VT,Northeast,0,0,0,0.0,Vermont
1394,2002,WA,West,0,0,0,0.0,Washington
1395,2002,WV,South,0,0,0,0.0,West Virginia
1396,2002,WI,Midwest,0,0,0,0.0,Wisconsin
1397,2002,WY,West,0,0,0,0.0,Wyoming
1398,2003,AK,West,0,0,0,0.0,Alaska
1399,2003,AZ,West,0,0,0,0.0,Arizona
1400,2003,CA,West,0,0,0,0.0,California
1401,2003,CO,West,0,0,0,0.0,Colorado
1402,2003,CT,Northeast,0,0,0,0.0,Connecticut
1403,2003,DE,South,0,0,0,0.0,Delaware
1404,2003,HI,West,0,0,0,0.0,Hawaii
1405,2003,ID,West,0,0,0,0.0,Idaho
1406,2003,IL,Midwest,0,0,0,0.0,Illinois
1407,2003,IA,Midwest,0,0,0,0.0,Iowa
1408,2003,KS,Midwest,0,0,0,0.0,Kansas
1409,2003,KY,South,0,0,0,0.0,Kentucky
1410,2003,LA,South,0,0,0,0.0,Louisiana
1411,2003,ME,Northeast,0,0,0,0.0,Maine
1412,2003,MD,South,0,0,0,0.0,Maryland
1413,2003,MA,Northeast,0,0,0,0.0,Massachusetts
1414,2003,MI,Midwest,0,0,0,0.0,Michigan
1415,2003,MN,Midwest,0,0,0,0.0,Minnesota
1416,2003,MS,South,0,0,0,0.0,Mississippi
1417,2003,MT,West,0,0,0,0.0,Montana
1418,2003,NE,Midwest,0,0,0,0.0,Nebraska
1419,2003,NV,West,0,0,0,0.0,Nevada
1420,2003,NH,Northeast,0,0,0,0.0,New Hampshire
1421,2003,NJ,Northeast,0,0,0,0.0,New Jersey
1422,2003,NM,West,0,0,0,0.0,New Mexico
1423,2003,NY,Northeast,0,0,0,0.0,New York
1424,2003,ND,Midwest,0,0,0,0.0,North Dakota
1425,2003,OR,West,0,0,0,0.0,Oregon
1426,2003,PA,Northeast,0,0,0,0.0,Pennsylvania
1427,2003,RI,Northeast,0,0,0,0.0,Rhode Island
1428,2003,SC,South,0,0,0,0.0,South Carolina
1429,2003,SD,Midwest,0,0,0,0.0,South Dakota
1430,2003,TN,South,0,0,0,0.0,Tennessee
1431,2003,UT,West,0,0,0,0.0,Utah
1432,2003,VT,Northeast,0,0,0,0.0,Vermont
1433,2003,WA,West,0,0,0,0.0,Washington
1434,2003,WV,South,0,0,0,0.0,West Virginia
1435,2003,WI,Midwest,0,0,0,0.0,Wisconsin
1436,2003,WY,West,0,0,0,0.0,Wyoming
1437,2004,FE,Federal,0,0,0,0.0,Federal
1438,2004,AK,West,0,0,0,0.0,Alaska
1439,2004,AZ,West,0,0,0,0.0,Arizona
1440,2004,CA,West,0,0,0,0.0,California
1441,2004,CO,West,0,0,0,0.0,Colorado
1442,2004,CT,Northeast,0,0,0,0.0,Connecticut
1443,2004,DE,South,0,0,0,0.0,Delaware
1444,2004,HI,West,0,0,0,0.0,Hawaii
1445,2004,ID,West,0,0,0,0.0,Idaho
1446,2004,IL,Midwest,0,0,0,0.0,Illinois
1447,2004,IN,Midwest,0,0,0,0.0,Indiana
1448,2004,IA,Midwest,0,0,0,0.0,Iowa
1449,2004,KS,Midwest,0,0,0,0.0,Kansas
1450,2004,KY,South,0,0,0,0.0,Kentucky
1451,2004,LA,South,0,0,0,0.0,Louisiana
1452,2004,ME,Northeast,0,0,0,0.0,Maine
1453,2004,MA,Northeast,0,0,0,0.0,Massachusetts
1454,2004,MI,Midwest,0,0,0,0.0,Michigan
1455,2004,MN,Midwest,0,0,0,0.0,Minnesota
1456,2004,MS,South,0,0,0,0.0,Mississippi
1457,2004,MO,Midwest,0,0,0,0.0,Missouri
1458,2004,MT,West,0,0,0,0.0,Montana
1459,2004,NE,Midwest,0,0,0,0.0,Nebraska
1460,2004,NH,Northeast,0,0,0,0.0,New Hampshire
1461,2004,NJ,Northeast,0,0,0,0.0,New Jersey
1462,2004,NM,West,0,0,0,0.0,New Mexico
1463,2004,NY,Northeast,0,0,0,0.0,New York
1464,2004,ND,Midwest,0,0,0,0.0,North Dakota
1465,2004,OR,West,0,0,0,0.0,Oregon
1466,2004,PA,Northeast,0,0,0,0.0,Pennsylvania
1467,2004,RI,Northeast,0,0,0,0.0,Rhode Island
1468,2004,SD,Midwest,0,0,0,0.0,South Dakota
1469,2004,TN,South,0,0,0,0.0,Tennessee
1470,2004,UT,West,0,0,0,0.0,Utah
1471,2004,VT,Northeast,0,0,0,0.0,Vermont
1472,2004,WA,West,0,0,0,0.0,Washington
1473,2004,WV,South,0,0,0,0.0,West Virginia
1474,2004,WI,Midwest,0,0,0,0.0,Wisconsin
1475,2004,WY,West,0,0,0,0.0,Wyoming
1476,2005,FE,Federal,0,0,0,0.0,Federal
1477,2005,AK,West,0,0,0,0.0,Alaska
1478,2005,AZ,West,0,0,0,0.0,Arizona
1479,2005,CO,West,0,0,0,0.0,Colorado
1480,2005,HI,West,0,0,0,0.0,Hawaii
1481,2005,ID,West,0,0,0,0.0,Idaho
1482,2005,IL,Midwest,0,0,0,0.0,Illinois
1483,2005,IA,Midwest,0,0,0,0.0,Iowa
1484,2005,KS,Midwest,0,0,0,0.0,Kansas
1485,2005,KY,South,0,0,0,0.0,Kentucky
1486,2005,LA,South,0,0,0,0.0,Louisiana
1487,2005,ME,Northeast,0,0,0,0.0,Maine
1488,2005,MA,Northeast,0,0,0,0.0,Massachusetts
1489,2005,MI,Midwest,0,0,0,0.0,Michigan
1490,2005,MN,Midwest,0,0,0,0.0,Minnesota
1491,2005,MT,West,0,0,0,0.0,Montana
1492,2005,NE,Midwest,0,0,0,0.0,Nebraska
1493,2005,NV,West,0,0,0,0.0,Nevada
1494,2005,NH,Northeast,0,0,0,0.0,New Hampshire
1495,2005,NJ,Northeast,0,0,0,0.0,New Jersey
1496,2005,NM,West,0,0,0,0.0,New Mexico
1497,2005,NY,Northeast,0,0,0,0.0,New York
1498,2005,ND,Midwest,0,0,0,0.0,North Dakota
1499,2005,OR,West,0,0,0,0.0,Oregon
1500,2005,PA,Northeast,0,0,0,0.0,Pennsylvania
1501,2005,RI,Northeast,0,0,0,0.0,Rhode Island
1502,2005,SD,Midwest,0,0,0,0.0,South Dakota
1503,2005,TN,South,0,0,0,0.0,Tennessee
1504,2005,UT,West,0,0,0,0.0,Utah
